country,year,control_of_corruption,current_account_balance_pct_gdp,export_concentration_hhi,export_growth,external_debt_pct_gni,fdi_net_inflows_pct_gdp,gdp_growth,gdp_per_capita,gdp_per_capita_growth,global_gold_price,global_high_yield_spread,global_oil_price,global_usd_index,government_debt_pct,gross_capital_formation_pct_gdp,inflation_cpi,natural_resource_rents_pct_gdp,political_stability,regulatory_quality,rule_of_law,secondary_school_enrolment,vulnerable_employment,youth_unemployment
ABW,2020,1.165722,-17.099,0.437,,,6.51718576425329,-23.8979898352395,22759.8071750722,-23.4662729790643,166.60730119735476,,39.16,117.774,115.655,23.9492805852762,-3.066,0.0030371933477854,1.3345061,70.3742727,1.2938144,135.124725341797,,
ABW,2021,0.8692192,-2.213,0.363,,,4.63553026601194,14.7306159219273,26749.3296093118,15.6755189518506,168.30067705253205,,68.14,113.1051,107.854,20.2449106732973,3.647,0.0020661282461218,1.3328137,70.3591763,1.2183341,123.625907897949,,
ABW,2022,0.8688452,6.48,0.269,,,7.4653342753216,10.6364309604414,30975.9989121779,11.0385203097525,167.90513914799786,,94.9,120.698,97.369,19.8080671623567,5.736,,1.3357267,70.3189387,1.2205245,131.802169799805,,
ABW,2023,0.8675607,5.234,0.25,,,-3.58459079731401,7.70679839650956,35718.7531191634,7.65763965694018,180.44987982177733,4.087062146892655,77.58,120.2663,85.178,22.335385480803,2.275,,1.3362003,70.3232253,1.2201246,,,
ABW,2024,0.8687982,11.137,0.31,,,2.42051208397071,6.81077669324542,39498.5941293797,6.1817507755927,221.0156972208821,3.15,76.63,122.893,74.43,25.1538409611884,0.258,,1.3302095,70.3329342,1.22006,124.379366731084,,
AFG,2010,-1.65416719999999,29.43,0.324,,15.3334973971382,1.20311798981139,14.3624414710737,560.621505463146,11.0550305527288,119.99545832174232,,79.48,93.0541,7.697,,10.246,0.62533261319642,-2.53097419999999,32.3322182,-1.8493765,50.4406204223633,90.043576046337,10.041
AFG,2011,-1.5926582,26.574,0.269,,13.9770517017747,0.293025179616803,0.426354776777345,606.694676337726,-3.21329500579925,153.18591263180687,,94.88,88.7767,7.501,,9.312,0.836389660299977,-2.5512555,32.194518,-1.92548149999999,52.4474296569824,89.0042626266029,10.044
AFG,2012,-1.635471,10.864,0.281,,12.9281604362278,0.285440893554571,12.7522870926697,651.417134470046,8.27936899310519,161.96787185362544,,94.05,91.6361,6.759,,5.875,0.684675468598181,-2.5040196,35.0839368,-1.8835503,54.372859954834,87.9466221225401,10.071
AFG,2013,-1.5860489,1.444,0.265,,12.8048363659593,0.239801184405551,5.60074465863221,637.087099117099,2.0520682606117,136.24820703149317,,97.98,92.7611,6.904,,7.241,0.603571665401867,-2.699732,34.6366704,-1.70220409999999,54.8833694458008,86.4837438686457,10.104
AFG,2014,-1.5607981,6.549,0.299,,12.3049882693651,0.209664794672203,2.72454336219565,625.054941813938,-0.939984755736006,121.88517901052042,,93.17,95.5876,8.7,,1.487,0.542756499666634,-2.3186705,36.2007127,-1.63760859999999,54.2936515808105,85.0754288517816,10.094
AFG,2015,-1.5195275,3.709,0.358,,13.4908301094464,0.88400046336123,1.45131466066431,565.569730408751,-1.66505744749013,111.18462156014614,,48.66,108.1696,9.154,,1.131,0.469916949251438,-2.48125299999999,38.0317131,-1.6427748,53.1501083374023,84.1329631338373,12.534
AFG,2016,-1.56501159999999,9.029,0.325,,14.1470450360055,0.516606084523093,2.26031420279821,522.082215583898,-0.300121027406746,119.36261924864752,,43.29,113.0665,8.437,,4.588,0.617409905168126,-2.4834928,33.399475,-1.580107,53.4350395202637,83.3065433479913,14.932
AFG,2017,-1.54351939999999,7.576,0.405,,14.5133427404056,0.274796791572807,2.6470032027451,525.469770891619,-0.195569548342789,119.70533874025382,,50.8,112.8101,7.998,,3.041,0.702981728943138,-2.61393089999999,32.5233931,-1.59509909999999,55.5364303588867,82.2233604181096,17.31
AFG,2018,-1.5398439,12.143,0.405,,14.6424246657516,0.661572217787196,1.18922812944517,491.337221382603,-1.71374269254262,120.1730401916504,,65.23,112.0038,7.384,,0.755,0.855264249305936,-2.5824048,34.3129099,-1.66687379999999,57.3578491210938,82.31332217699,16.402
AFG,2019,-1.5013636,11.705,0.404,,13.9496520351375,0.124495985291258,3.91160341625552,496.6025042585,0.856294729087764,131.4715934540646,,56.99,115.7333,6.136,,2.773,0.682287828246046,-2.5893714,34.7350241,-1.65715489999999,,82.3961191048543,15.52
AFG,2020,-1.40089,13.974,0.399,,15.1208585304773,0.0649939571808755,-2.35110067203466,510.787063366811,-5.38251464221077,166.60730119735476,,39.16,117.774,7.331,11.5,4.987,0.305978171646739,-2.5896897,34.3181413,-1.65566449999999,,82.6906955888445,16.053
AFG,2021,-1.22202489999999,-0.056,0.362,7.24332933103564,24.7857399527695,0.144466946606861,-20.7388393676343,356.496214115892,-22.5844818732987,168.30067705253205,,68.14,113.1051,11.136,13.0,15.342,0.428525449642917,-2.4506389,32.6259609,-1.7202682,,80.587703693578,16.013
AFG,2022,-1.1719937,-18.532,0.359,18.6125162428067,23.3368489761511,,-6.24017199240269,357.261152798144,-7.57666891152213,167.90513914799786,,94.9,120.698,10.643,16.7,1.936,,-2.4492487,32.4204451,-1.8586889,,81.091381513011,17.539
AFG,2023,-1.1987543,-20.306,0.401,-12.1079479040833,19.8909368152618,,2.26694373649188,413.757894705303,0.10609280092082,180.44987982177733,4.087062146892655,77.58,120.2663,8.255,15.2924823859473,-9.025,,-2.3922828,32.3008157,-1.89680499999999,59.6136016845703,81.4636847215318,17.494
AFG,2024,-1.3087183,,0.408,,,,,,,221.0156972208821,3.15,76.63,122.893,,,,,-2.2052112,30.5994864,-1.93548869999999,,81.720045966335,17.235
AGO,2010,-1.32703029999999,7.856,0.946,-2.37893216527195,35.3911613090284,-3.37761927933748,5.29366572819954,4101.63715566712,1.31579076620976,119.99545832174232,,79.48,93.0541,32.594,29.7638327935383,15.322,38.1623101146694,-0.2720682,37.7498069,-1.23819369999999,28.2108038778932,75.4921547412175,38.705
AGO,2011,-1.3687643,10.422,0.936,-5.12410134021513,33.9687833337354,-2.40838836782517,3.59386960240222,5184.15269149912,-0.356512141669299,153.18591263180687,,94.88,88.7767,26.318,27.3662454536118,11.376,39.0226784952754,-0.494662599999999,37.3717328,-1.3083456,29.6869517832747,74.3450021759171,39.007
AGO,2012,-1.4394482,9.649,0.922,5.19986450927941,30.7446796123415,-1.02012839058611,8.50312283866612,5702.45306277434,4.37008778613288,161.96787185362544,,94.05,91.6361,23.805,27.9685614009235,9.042,34.7310076331615,-0.4414594,38.501282,-1.34388359999999,,71.3937735306844,37.697
AGO,2013,-1.46090079999999,5.429,0.915,-1.17390076671524,35.3141708088895,-4.78350487024797,4.88306129688392,5688.57916215215,0.921826358320473,136.24820703149317,,97.98,92.7611,29.473,26.9937630528609,7.687,29.4000452272015,-0.6100776,37.5461789,-1.3625741,,68.4179370315136,36.731
AGO,2014,-1.48643939999999,-2.279,0.937,0.704632326641615,35.9601982257134,2.38352427018273,4.65572356315585,5649.68762469139,0.821220988941135,121.88517901052042,,93.17,95.5876,35.274,28.8734781928265,7.498,22.124247625088,-0.5090269,38.6632529,-1.3052002,,65.3874596999408,35.743
AGO,2015,-1.4857649,-7.802,0.911,2.00000000000009,56.7801551813803,9.7795154502448,0.763177710914789,3641.72893919944,-2.80470818378251,111.18462156014614,,48.66,108.1696,50.386,29.1086095935763,12.091,13.3056748880613,-0.5591026,37.6641444,-1.3086297,,65.2627838048266,35.122
AGO,2016,-1.4881942,-2.688,0.893,-18.3955246223303,114.845094739154,-0.299804386002375,-1.70053036291208,2051.81462126253,-5.15402904669538,119.36261924864752,,43.29,113.0665,66.67,30.134293482854,41.125,20.8851202682195,-0.434627999999999,36.2458363,-1.3287764,54.4167987304753,65.2247980488231,34.483
AGO,2017,-1.4208093,-0.453,0.875,-4.00000000000004,84.9404832711627,-8.76696380208172,-0.149396225571834,2790.71886869768,-3.62286501702881,119.70533874025382,,50.8,112.8101,60.492,29.1829432051553,23.667,25.9503299089307,-0.537214499999999,36.2526969,-1.3317055,,65.2211179561194,33.725
